Id,SalePrice
1461,121497.73323700282
1462,158275.63867383997
1463,187245.9887433261
1464,198840.8362103682
1465,192259.14030194917
1466,171657.48027376898
1467,177108.62717571552
1468,163162.1035715876
1469,186011.30133264654
1470,122622.7360113976
1471,189677.50114452592
1472,97604.31827559115
1473,97026.44570658595
1474,144980.52755527053
1475,111949.34212803117
1476,374016.5604541507
1477,246920.95156308974
1478,286120.1811726226
1479,288352.49713461526
1480,498881.58193921525
1481,314774.42537492537
1482,205788.86255388873
1483,182498.0757195915
1484,160532.22288955157
1485,184020.040366644
1486,195654.80120161566
1487,328389.6633857637
1488,234182.59488361407
1489,199534.610249658
1490,242628.45985903149
1491,192312.01554687196
1492,96544.63896739796
1493,177457.00125817503
1494,293618.89191395673
1495,288085.2566508132
1496,245917.4232428801
1497,184496.57710871988
1498,167910.8776638228
1499,162743.63857600171
1500,159746.7592825782
1501,181457.50107734278
1502,147579.3662393212
1503,285029.59800278954
1504,239429.49732410794
1505,228464.59837971057
1506,188896.3917032351
1507,251404.91902674345
1508,200464.38255380973
1509,161040.89092830408
1510,148634.19086697395
1511,153074.3914829101
1512,174983.873130391
1513,145507.86628671834
1514,159147.83874831023
1515,197971.876374265
1516,150710.81830127366
1517,166491.29075635306
1518,129182.0374248976
1519,218663.2477439632
1520,131497.73166466499
1521,136325.0208378252
1522,178471.70073841416
1523,112637.50963985828
1524,126086.45707133343
1525,121956.52126224767
1526,111812.48721867325
1527,105021.92934504613
1528,137525.0040388005
1529,152007.5279033303
1530,175313.77880690942
1531,105473.05863910266
1532,98882.2991960007
1533,150576.4728720746
1534,123633.96236052904
1535,151201.74648880088
1536,108293.83804599183
1537,58992.427781992854
1538,147074.39505657763
1539,188024.30792416673
1540,97872.10690740054
1541,139478.48193650917
1542,140428.57267480777
1543,193185.75104408799
1544,84042.54570454705
1545,114720.39265514957
1546,132123.27595083427
1547,128863.3358909531
1548,139953.44683786292
1549,119281.18866050515
1550,137670.41256059599
1551,107905.82431326284
1552,141258.11960513206
1553,152406.5104032998
1554,116177.37424976866
1555,166657.7120527676
1556,82620.64301609705
1557,105971.54774108402
1558,103451.72077073812
1559,70436.4355851627
1560,128941.40648621997
1561,132722.39218109622
1562,129099.09670070386
1563,122912.45997394189
1564,159714.0427504004
1565,152029.03800214935
1566,235247.11917220577
1567,77505.99818523847
1568,236887.42244543709
1569,131419.2616791362
1570,132240.2786068848
1571,118562.16954543926
1572,147537.4688223516
1573,237308.02123155506
1574,119078.7247640009
1575,227326.46733445392
1576,245891.11731946727
1577,184999.14284409548
1578,147431.95520209058
1579,145167.18206438952
1580,194240.57602342195
1581,150547.860785434
1582,125561.37183244027
1583,293320.43741779967
1584,220399.31584527233
1585,138708.9067521458
1586,65883.78515587712
1587,98539.26954463567
1588,154393.9742314296
1589,98517.86033764629
1590,132474.7027155752
1591,94722.75309783322
1592,120622.74684264718
1593,123765.72101172096
1594,137278.41332037858
1595,106493.9506266303
1596,228977.99000636363
1597,196539.67522736275
1598,216445.0251004022
1599,163410.81091762453
1600,158159.7123818653
1601,65971.33152960123
1602,115336.89586876771
1603,85363.63316401324
1604,254585.16878429914
1605,236310.98035475952
1606,167413.3049479197
1607,170171.10732866978
1608,212478.64562424677
1609,184425.91834224836
1610,151967.73049697056
1611,138240.8842980811
1612,176210.5235257952
1613,167278.10795874146
1614,122825.83376064197
1615,91781.9332802393
1616,76797.58932704858
1617,91872.39127930264
1618,124429.88218752084
1619,137488.22593406602
1620,149689.95437038847
1621,138792.0714694501
1622,139814.88243475978
1623,251249.11265647152
1624,209249.27995621003
1625,118118.29128390178
1626,169030.14287161833
1627,196265.45435005982
1628,274651.59354002564
1629,178279.35226600338
1630,367872.179362457
1631,219748.62642431742
1632,238441.9892021713
1633,170556.64598179294
1634,185903.47649043097
1635,175740.99322959772
1636,154492.8650303503
1637,212095.86857274154
1638,178879.37942292076
1639,189841.50667207854
1640,256451.85564698122
1641,180199.41417105522
1642,248192.91489861195
1643,215480.1377462685
1644,232872.7258316722
1645,197099.3307136491
1646,159203.7744155709
1647,156892.40945054413
1648,131495.13132359134
1649,141132.8306100472
1650,114118.04328481668
1651,120446.28422534859
1652,99369.98004836244
1653,100275.91024080147
1654,146319.87809261327
1655,137097.49736729372
1656,141576.31235556005
1657,150033.16121700814
1658,145754.58313627486
1659,119550.64580848008
1660,157298.7571191352
